Race,Date,WPM,Accuracy,Text,Outcome
6249.,2017-07-05 21:27:55,189.65,98%,127,Win (1 of 3)
6248.,2017-07-05 21:26:56,187.20,99%,3100021,Win (1 of 3)
6247.,2017-07-05 21:25:53,183.69,99%,275,Win (1 of 3)
6246.,2017-07-05 21:25:06,154.09,98%,3621369,Win (1 of 2)
6245.,2017-07-05 21:24:01,205.40,100%,3550041,Win (1 of 3)
6244.,2017-07-05 21:23:18,144.59,98%,3810036,Win (1 of 3)
6243.,2017-07-05 21:22:23,205.07,99%,3810478,Win (1 of 3)
6242.,2017-07-05 21:21:36,161.20,98%,3620295,Win (1 of 3)
6241.,2017-07-05 21:20:32,159.21,98%,3620405,Win (1 of 3)
6240.,2017-07-05 21:19:32,166.40,98%,133,Win (1 of 4)
6239.,2017-07-05 21:18:26,146.85,98%,91,Win (1 of 4)
6238.,2017-07-05 21:17:29,171.50,99%,3640748,Win (1 of 3)
6237.,2017-07-05 21:16:40,163.43,98%,3640093,Win (1 of 3)
6236.,2017-07-05 21:15:45,168.75,98%,384,Win (1 of 3)
6235.,2017-07-05 21:14:50,191.95,99%,3550038,Win (1 of 2)
6234.,2017-07-05 21:13:50,173.27,99%,69,Win (1 of 3)
6233.,2017-07-05 21:12:47,158.69,98%,3550028,Win (1 of 3)
6232.,2017-07-05 21:12:00,136.88,98%,3620904,No win (2 of 3)
6231.,2017-07-05 21:11:06,188.41,99%,3810854,Win (1 of 3)
6230.,2017-07-05 21:10:09,174.07,99%,3620003,Win (1 of 3)
6229.,2017-07-05 21:09:17,192.56,99%,3100006,Win (1 of 3)
6228.,2017-07-05 21:08:26,176.87,97%,3620628,Win (1 of 3)
6227.,2017-07-05 21:07:44,168.07,98%,3640131,Win (1 of 3)
6226.,2017-07-05 21:06:53,146.81,98%,232,Win (1 of 3)
6225.,2017-07-05 21:05:43,208.96,99%,3620003,Win (1 of 3)
6224.,2017-07-05 21:05:03,247.25,100%,3641322,Win (1 of 2)
6223.,2017-07-05 21:03:42,160.45,98%,3550018,Win (1 of 3)
6222.,2017-07-05 21:02:27,186.26,100%,3622313,Win (1 of 3)
6221.,2017-07-05 21:01:30,153.91,99%,721,Win (1 of 2)
6220.,2017-07-05 21:00:18,189.09,99%,3100030,Win (1 of 2)
6219.,2017-07-05 20:59:16,169.10,99%,3622296,Win (1 of 3)
6218.,2017-07-05 20:58:24,213.37,98%,3620661,Win (1 of 3)
6217.,2017-07-05 20:57:37,170.50,98%,3100016,Win (1 of 2)
6216.,2017-07-05 20:56:40,185.29,99%,3810373,Win (1 of 3)
6215.,2017-07-05 20:55:40,157.29,98%,3622426,Win (1 of 3)
6214.,2017-07-05 20:54:38,169.04,98%,391,Win (1 of 3)
6213.,2017-07-05 20:53:49,171.36,98%,521,Win (1 of 3)
6212.,2017-07-05 20:52:57,183.16,99%,3621920,Win (1 of 3)
6211.,2017-07-05 20:52:03,185.62,99%,3622232,Win (1 of 3)
6210.,2017-07-05 20:50:58,197.36,100%,116,Win (1 of 3)
6209.,2017-07-05 20:50:01,159.91,99%,3620426,Win (1 of 3)
6208.,2017-07-05 20:49:08,160.75,97%,187,Win (1 of 3)
6207.,2017-07-05 20:48:12,180.05,99%,3550117,Win (1 of 3)
6206.,2017-07-05 20:47:16,161.57,97%,3640334,Win (1 of 3)
6205.,2017-07-05 20:43:34,187.46,99%,3622280,Win (1 of 4)
6204.,2017-07-05 20:42:44,181.43,99%,3621408,Win (1 of 4)
6203.,2017-07-05 20:41:48,174.41,99%,158,Win (1 of 4)
6202.,2017-07-05 20:40:42,193.12,99%,3550148,Win (1 of 4)
6201.,2017-07-05 20:39:40,170.15,99%,3640227,Win (1 of 4)
6200.,2017-07-05 20:38:48,190.25,99%,3810627,Win (1 of 4)
6199.,2017-07-05 20:38:07,201.01,99%,3810052,Win (1 of 4)
6198.,2017-07-05 20:37:18,180.35,97%,307,Win (1 of 4)
6197.,2017-07-05 20:36:32,180.90,98%,3810593,Win (1 of 4)
6196.,2017-07-05 20:35:16,190.87,99%,3621520,Win (1 of 6)
6195.,2017-07-05 20:34:08,139.37,98%,3640826,No win (3 of 6)
6194.,2017-07-05 20:33:13,182.24,99%,3620231,Win (1 of 6)
6193.,2017-07-05 20:32:19,187.80,98%,3620357,Win (1 of 6)
6192.,2017-07-05 20:31:10,212.76,99%,3621512,Win (1 of 6)
6191.,2017-07-05 20:30:15,170.24,98%,3640285,No win (2 of 6)
6190.,2017-07-05 20:29:12,199.57,99%,3620305,No win (2 of 6)
6189.,2017-07-05 20:28:32,142.71,97%,478,No win (2 of 6)
6188.,2017-07-05 20:27:33,221.14,99%,3640374,Win (1 of 6)
6187.,2017-07-05 20:26:47,183.50,98%,390,No win (2 of 6)
6186.,2017-07-05 20:25:55,184.56,99%,3622028,Win (1 of 6)
6185.,2017-07-05 20:25:02,192.32,99%,241,No win (2 of 6)
6184.,2017-07-05 20:24:11,224.74,100%,100,Win (1 of 5)
6183.,2017-07-05 20:23:21,194.53,99%,239,Win (1 of 6)
6182.,2017-07-05 20:22:28,174.01,98%,3622282,Win (1 of 6)
6181.,2017-07-05 20:21:36,171.68,98%,3100024,No win (2 of 5)
6180.,2017-07-05 20:20:47,176.40,98%,3640428,Win (1 of 6)
6179.,2017-07-05 20:19:52,184.35,98%,3811365,Win (1 of 6)
6178.,2017-07-05 20:18:47,160.52,98%,275,No win (2 of 6)
6177.,2017-07-05 20:17:40,207.68,99%,3622235,Win (1 of 5)
6176.,2017-07-05 20:16:35,156.48,98%,172,Win (1 of 4)
6175.,2017-07-05 20:15:46,142.23,97%,428,Win (1 of 3)
6174.,2017-07-05 20:14:47,168.96,99%,3810152,Win (1 of 3)
6173.,2017-07-05 20:13:44,147.13,98%,3641419,No win (2 of 3)
6172.,2017-07-05 20:12:40,177.79,97%,3621680,Win (1 of 3)
6171.,2017-07-05 20:11:46,187.71,100%,16,Win (1 of 3)
6170.,2017-07-05 20:10:41,194.16,99%,3621224,Win (1 of 3)
6169.,2017-07-05 20:09:53,170.77,98%,3622250,Win (1 of 5)
6168.,2017-07-05 20:08:48,204.10,100%,313,Win (1 of 5)
6167.,2017-07-05 20:07:50,201.58,100%,205,Win (1 of 5)
6166.,2017-07-05 20:06:55,156.13,98%,3640744,Win (1 of 5)
6165.,2017-07-05 20:06:01,164.88,97%,3620210,Win (1 of 5)
6164.,2017-07-05 20:05:01,179.69,99%,3810130,Win (1 of 5)
6163.,2017-07-05 20:03:27,126.04,95%,3810157,Win (1 of 3)
6162.,2017-07-05 20:02:03,168.37,98%,34,Win (1 of 5)
6161.,2017-07-05 20:00:41,169.86,98%,3550026,Win (1 of 7)
6160.,2017-07-05 19:58:54,143.33,97%,3620982,Win (1 of 7)
6159.,2017-07-05 19:57:32,182.40,99%,3640228,Win (1 of 6)
6158.,2017-07-05 19:56:12,167.68,99%,3640805,Win (1 of 4)
6157.,2017-07-05 19:54:32,164.14,98%,425,Win (1 of 5)
6156.,2017-07-05 19:53:02,186.32,98%,3622225,Win (1 of 4)
6155.,2017-07-05 19:51:32,165.33,98%,3622352,Win (1 of 4)
6154.,2017-07-05 19:50:20,206.33,99%,3620945,Win (1 of 3)
6153.,2017-07-05 19:49:10,199.62,99%,29,Win (1 of 5)
6152.,2017-07-05 19:48:03,204.97,100%,18,Win (1 of 5)
6151.,2017-07-05 19:47:05,182.05,99%,3620742,Win (1 of 3)
6150.,2017-07-05 19:46:00,152.59,98%,88,Win (1 of 4)
6149.,2017-07-05 19:44:43,192.12,100%,3621160,Win (1 of 3)
6148.,2017-07-05 19:43:15,194.36,100%,3622303,Win (1 of 3)
6147.,2017-07-05 19:41:32,190.00,99%,609,Win (1 of 4)
6146.,2017-07-05 19:39:49,148.54,97%,210,Win (1 of 4)
6145.,2017-07-05 19:38:20,178.12,99%,3640429,Win (1 of 4)
6144.,2017-07-05 19:36:45,179.66,99%,284,Win (1 of 4)
6143.,2017-07-05 19:35:08,143.92,98%,3810376,Win (1 of 5)
6142.,2017-07-05 19:33:39,194.78,99%,3640433,Win (1 of 5)
6141.,2017-07-05 19:32:15,164.64,98%,3100006,Win (1 of 5)
6140.,2017-07-05 19:31:03,126.98,98%,3620542,Win (1 of 5)
6139.,2017-07-05 19:29:33,169.70,98%,140,Win (1 of 5)
6138.,2017-07-05 19:28:24,202.39,98%,3100092,Win (1 of 6)
6137.,2017-07-05 19:27:09,151.48,99%,3100056,Win (1 of 2)
6136.,2017-07-05 19:26:14,182.44,99%,3550174,Win (1 of 2)
6135.,2017-07-05 19:25:08,224.99,100%,3640360,Win (1 of 2)
6134.,2017-07-05 19:24:11,175.51,98%,3640423,Win (1 of 4)
6133.,2017-07-05 19:23:29,202.16,100%,130,Win (1 of 3)
6132.,2017-07-05 19:22:37,153.64,98%,430,Win (1 of 2)
6131.,2017-07-05 19:21:42,147.58,98%,3622277,Win (1 of 3)
6130.,2017-07-05 19:20:51,158.95,98%,287,Win (1 of 3)
6129.,2017-07-05 19:19:27,140.00,97%,3622472,Win (1 of 3)
6128.,2017-07-05 19:18:38,189.61,99%,3622232,Win (1 of 3)
6127.,2017-07-05 19:17:27,206.54,100%,519,Win (1 of 3)
6126.,2017-07-05 19:16:18,178.63,99%,3622280,Win (1 of 3)
6125.,2017-07-05 19:15:25,242.32,100%,3621379,Win (1 of 2)
6124.,2017-07-05 19:14:37,192.60,99%,275,Win (1 of 3)
6123.,2017-07-05 19:13:50,159.56,98%,3640748,Win (1 of 2)
6122.,2017-07-05 19:13:26,143.35,98%,3640748,Win (1 of 3)
6121.,2017-07-05 19:12:42,143.16,98%,3620999,Win (1 of 3)
6120.,2017-07-05 19:11:51,170.95,98%,3640283,Win (1 of 3)
6119.,2017-07-05 19:10:40,194.47,98%,3550206,Win (1 of 3)
6118.,2017-07-05 19:10:02,170.93,99%,3622268,Win (1 of 3)
6117.,2017-07-05 19:08:40,181.13,98%,3640385,Win (1 of 4)
6116.,2017-07-05 19:07:56,189.41,99%,116,Win (1 of 3)
6115.,2017-07-05 19:07:13,156.52,97%,433,Win (1 of 3)
6114.,2017-07-05 19:06:08,216.45,100%,586,Win (1 of 4)
6113.,2017-07-05 19:05:22,178.06,99%,3640363,Win (1 of 3)
6112.,2017-07-05 19:04:41,180.13,99%,192,Win (1 of 3)
6111.,2017-07-05 19:03:52,175.16,99%,128,Win (1 of 3)
6110.,2017-07-05 19:03:05,184.67,99%,3621381,Win (1 of 5)
6109.,2017-07-05 19:02:05,180.00,97%,3620691,Win (1 of 2)
6108.,2017-07-05 19:01:32,183.86,99%,3622234,Win (1 of 3)
6107.,2017-07-04 01:37:42,120.67,97%,252,No win (3 of 3)
6106.,2017-07-04 01:36:53,157.65,97%,3622319,Win (1 of 3)
6105.,2017-07-04 01:35:51,187.27,100%,3621025,Win (1 of 3)
6104.,2017-07-04 01:34:49,210.84,99%,3640361,Win (1 of 3)
6103.,2017-07-04 01:34:05,176.94,98%,3811444,Win (1 of 3)
6102.,2017-07-04 01:33:03,163.39,98%,330,Win (1 of 3)
6101.,2017-07-04 01:32:14,153.59,98%,3550009,Win (1 of 3)
6100.,2017-07-04 01:31:03,191.31,99%,551,Win (1 of 3)
6099.,2017-07-04 01:29:36,191.83,99%,675,Win (1 of 4)
6098.,2017-07-04 01:28:36,169.10,98%,3622166,Win (1 of 4)
6097.,2017-07-04 01:27:44,191.52,100%,3621478,Win (1 of 4)
6096.,2017-07-04 01:26:42,169.25,99%,129,Win (1 of 4)
6095.,2017-07-04 01:25:31,170.70,98%,348,Win (1 of 4)
6094.,2017-07-04 01:24:35,156.16,98%,525,Win (1 of 4)
6093.,2017-07-04 01:23:34,175.41,97%,3622293,Win (1 of 4)
6092.,2017-07-04 01:22:20,140.77,97%,3550080,Win (1 of 4)
6091.,2017-07-04 01:21:17,215.70,100%,3640108,Win (1 of 3)
6090.,2017-07-04 01:20:36,193.10,99%,3100040,Win (1 of 3)
6089.,2017-07-04 01:19:49,173.00,98%,3640674,Win (1 of 3)
6088.,2017-07-04 01:18:58,159.75,97%,3622307,Win (1 of 2)
6087.,2017-07-04 01:18:03,147.54,98%,3622409,Win (1 of 2)
6086.,2017-07-04 01:16:52,212.52,99%,3621397,Win (1 of 2)
6085.,2017-07-04 01:15:58,175.52,98%,3622184,Win (1 of 2)
6084.,2017-07-04 01:15:03,152.09,98%,155,Win (1 of 2)
6083.,2017-07-04 01:13:53,188.99,98%,3100064,Win (1 of 2)
6082.,2017-07-04 01:12:52,194.43,99%,3620163,Win (1 of 2)
6081.,2017-07-04 01:12:10,188.04,99%,3620887,Win (1 of 3)
6080.,2017-07-04 01:11:20,180.17,100%,3621980,Win (1 of 4)
6079.,2017-07-04 01:10:24,211.08,100%,164,Win (1 of 4)
6078.,2017-07-04 01:09:35,176.49,99%,3811451,Win (1 of 4)
6077.,2017-07-04 01:08:19,172.60,99%,634,Win (1 of 4)
6076.,2017-07-04 01:06:57,150.06,97%,3622209,Win (1 of 4)
6075.,2017-07-04 01:05:48,163.91,99%,3640850,Win (1 of 4)
6074.,2017-07-04 01:04:34,173.53,98%,412,Win (1 of 4)
6073.,2017-07-04 01:03:04,191.41,99%,3640496,Win (1 of 4)
6072.,2017-07-04 01:01:43,186.72,99%,3550048,Win (1 of 4)
6071.,2017-07-04 01:00:51,174.62,99%,84,Win (1 of 3)
6070.,2017-07-04 00:59:16,139.91,97%,467,Win (1 of 2)
6069.,2017-07-04 00:57:50,154.79,97%,3622236,Win (1 of 2)
6068.,2017-07-04 00:56:56,152.89,98%,3620390,Win (1 of 4)
6067.,2017-07-04 00:56:05,200.71,99%,209,Win (1 of 3)
6066.,2017-07-04 00:55:16,195.19,99%,3550033,Win (1 of 4)
6065.,2017-07-04 00:54:23,216.92,99%,3550178,Win (1 of 3)
6064.,2017-07-04 00:53:36,199.12,99%,3620163,Win (1 of 3)
6063.,2017-07-04 00:52:57,161.64,98%,3620957,Win (1 of 3)
6062.,2017-07-04 00:52:09,174.59,98%,3620273,Win (1 of 2)
6061.,2017-07-04 00:51:18,183.69,100%,293,Win (1 of 2)
6060.,2017-07-04 00:50:42,196.46,99%,3620511,Win (1 of 3)
6059.,2017-07-04 00:50:14,138.06,97%,3622275,Win (1 of 4)
6058.,2017-07-04 00:49:35,161.09,97%,3550174,Win (1 of 2)
6057.,2017-07-04 00:49:03,177.90,99%,3550056,Win (1 of 4)
6056.,2017-07-04 00:48:26,182.24,99%,3100106,Win (1 of 3)
6055.,2017-07-04 00:47:46,193.51,99%,3621524,Win (1 of 3)
6054.,2017-07-04 00:46:00,134.09,97%,3622265,Win (1 of 3)
6053.,2017-07-04 00:44:59,156.99,97%,3620390,Win (1 of 3)
6052.,2017-07-04 00:43:06,181.76,99%,3810891,Win (1 of 3)
6051.,2017-07-04 00:42:15,191.91,98%,3621468,Win (1 of 3)
6050.,2017-07-04 00:41:22,194.37,98%,3550161,Win (1 of 3)
6049.,2017-07-04 00:36:17,208.75,100%,3621433,Win (1 of 2)
6048.,2017-07-04 00:35:32,212.95,100%,3621363,Win (1 of 2)
6047.,2017-07-03 23:59:29,194.49,100%,3550173,Win (1 of 2)
6046.,2017-07-03 23:56:22,217.28,100%,3620738,Win (1 of 2)
6045.,2017-07-03 23:56:09,210.63,100%,3621207,Win (1 of 2)
6044.,2017-07-03 23:51:33,239.86,100%,3620582,Win (1 of 2)
6043.,2017-07-03 23:49:53,226.16,100%,3550220,Win (1 of 2)
6042.,2017-07-03 23:49:33,221.67,100%,3620502,Win (1 of 2)
6041.,2017-07-03 23:48:55,225.51,100%,3550126,Win (1 of 2)
6040.,2017-07-03 23:46:50,243.24,100%,3620368,Win (1 of 2)
6039.,2017-07-03 23:44:41,226.93,100%,3620480,Win (1 of 2)
6038.,2017-07-03 23:44:10,208.70,100%,3621040,Win (1 of 2)
6037.,2017-07-03 23:42:41,215.59,100%,3620275,Win (1 of 2)
6036.,2017-07-03 23:42:24,219.22,100%,3620411,Win (1 of 2)
6035.,2017-07-03 23:41:50,235.37,100%,3620634,Win (1 of 2)
6034.,2017-07-03 23:39:33,223.18,100%,3620706,Win (1 of 2)
6033.,2017-07-03 23:37:58,214.34,100%,3621210,Win (1 of 2)
6032.,2017-07-03 23:36:39,243.35,100%,3621004,Win (1 of 2)
6031.,2017-07-03 23:35:16,236.10,100%,3620026,Win (1 of 2)
6030.,2017-07-03 23:16:21,234.06,100%,3620544,Win (1 of 2)
6029.,2017-07-03 23:13:30,215.75,100%,3620629,Win (1 of 2)
6028.,2017-07-03 23:09:50,241.19,100%,3620630,Win (1 of 2)
6027.,2017-07-03 23:09:33,236.84,100%,3620975,Win (1 of 2)
6026.,2017-07-03 23:08:02,202.17,100%,3620747,Win (1 of 2)
6025.,2017-07-03 23:07:43,197.78,100%,3620330,Win (1 of 2)
6024.,2017-07-03 18:50:31,291.37,100%,3641177,Win (1 of 2)
6023.,2017-07-03 18:48:26,273.78,100%,3550141,Win (1 of 2)
6022.,2017-07-03 18:46:09,262.53,100%,534,Win (1 of 2)
6021.,2017-07-03 18:44:28,224.88,100%,3622321,No win (1 of 1)
6020.,2017-07-03 18:44:14,188.14,99%,3810715,No win (1 of 1)
6019.,2017-07-03 18:43:32,185.80,99%,3810483,Win (1 of 2)
6018.,2017-07-03 18:43:10,158.99,98%,3810483,Win (1 of 4)
6017.,2017-07-03 18:41:38,204.47,98%,561,No win (1 of 1)
6016.,2017-07-03 18:38:39,201.03,99%,171,Win (1 of 3)
6015.,2017-07-03 18:37:51,179.65,98%,3621201,Win (1 of 3)
6014.,2017-07-03 18:36:58,147.22,98%,3622200,Win (1 of 2)
6013.,2017-07-03 18:36:17,176.16,99%,3620336,Win (1 of 3)
6012.,2017-07-03 18:35:16,199.88,100%,3622441,Win (1 of 3)
6011.,2017-07-03 18:34:36,195.32,100%,3622297,Win (1 of 3)
6010.,2017-07-03 18:33:40,202.55,100%,3640923,Win (1 of 3)
6009.,2017-07-01 19:04:54,178.58,98%,3640183,Win (1 of 2)
6008.,2017-07-01 19:02:46,207.05,99%,3622300,No win (1 of 1)
6007.,2017-07-01 19:02:08,171.59,99%,3640727,No win (1 of 1)
6006.,2017-07-01 19:01:20,179.92,98%,3640428,Win (1 of 2)
6005.,2017-07-01 18:59:25,163.43,98%,3811359,Win (1 of 2)
6004.,2017-07-01 18:58:05,213.07,99%,3810900,Win (1 of 2)
6003.,2017-07-01 18:57:23,193.48,99%,3810900,Win (1 of 2)
6002.,2017-07-01 18:56:09,188.42,99%,3620153,No win (1 of 1)
6001.,2017-07-01 18:55:14,161.51,98%,3810710,No win (1 of 1)
6000.,2017-07-01 18:54:32,186.89,99%,3640734,No win (1 of 1)
5999.,2017-06-28 18:15:34,294.81,100%,3641177,Win (1 of 2)
5998.,2017-06-28 17:53:11,274.69,100%,3641177,Win (1 of 2)
5997.,2017-06-27 13:04:28,163.95,99%,3641204,No win (1 of 1)
5996.,2017-06-27 00:14:24,205.46,100%,3620485,Win (1 of 5)
5995.,2017-06-27 00:13:33,144.00,98%,3622331,No win (2 of 5)
5994.,2017-06-27 00:12:59,175.77,99%,3810859,Win (1 of 4)
5993.,2017-06-27 00:12:30,164.55,99%,287,Win (1 of 4)
5992.,2017-06-27 00:11:42,169.82,99%,3621162,Win (1 of 5)
5991.,2017-06-27 00:10:47,182.20,98%,3621134,Win (1 of 3)
5990.,2017-06-27 00:10:09,168.47,97%,3810576,Win (1 of 3)
5989.,2017-06-27 00:09:37,162.35,98%,3620987,Win (1 of 4)
5988.,2017-06-27 00:08:46,171.41,98%,3100063,Win (1 of 2)
5987.,2017-06-27 00:07:46,152.68,98%,3811407,Win (1 of 4)
5986.,2017-06-27 00:06:52,153.61,97%,3621062,Win (1 of 4)
5985.,2017-06-27 00:06:08,152.87,99%,3621431,Win (1 of 3)
5984.,2017-06-27 00:05:36,189.22,99%,3622153,Win (1 of 3)
5983.,2017-06-27 00:04:54,180.23,98%,32,Win (1 of 4)
5982.,2017-06-27 00:03:48,204.78,100%,234,Win (1 of 4)
5981.,2017-06-27 00:03:18,224.83,100%,3621680,Win (1 of 4)
5980.,2017-06-27 00:02:35,150.94,98%,3622310,Win (1 of 5)
5979.,2017-06-27 00:01:54,168.52,99%,3810048,Win (1 of 2)
5978.,2017-06-27 00:01:31,141.28,97%,3810048,Win (1 of 2)
5977.,2017-06-27 00:00:05,191.48,99%,3621329,Win (1 of 2)
5976.,2017-06-26 23:59:26,166.88,98%,3622396,Win (1 of 4)
5975.,2017-06-26 23:58:53,205.15,100%,3100103,No win (1 of 1)
5974.,2017-06-26 23:58:23,214.64,100%,3621107,Win (1 of 5)
5973.,2017-06-26 23:57:30,202.82,100%,3640442,Win (1 of 4)
5972.,2017-06-26 23:56:46,201.72,100%,3640276,Win (1 of 2)
5971.,2017-06-26 23:56:25,194.19,99%,3640276,Win (1 of 2)
5970.,2017-06-26 23:55:53,178.19,97%,3620277,Win (1 of 3)
5969.,2017-06-26 23:55:01,195.87,99%,3640380,Win (1 of 2)
5968.,2017-06-26 23:54:41,167.86,97%,3640380,Win (1 of 3)
5967.,2017-06-26 23:53:23,197.31,100%,3641412,Win (1 of 3)
5966.,2017-06-26 23:52:17,206.77,100%,3621387,Win (1 of 3)
5965.,2017-06-26 23:51:35,188.49,99%,3811411,Win (1 of 4)
5964.,2017-06-26 23:47:26,229.14,100%,3640232,Win (1 of 2)
5963.,2017-06-26 23:43:00,225.89,100%,3640374,Win (1 of 2)
5962.,2017-06-26 23:37:44,206.83,99%,3640374,Win (1 of 2)
5961.,2017-06-26 23:34:47,202.94,99%,3620210,No win (1 of 1)
5960.,2017-06-26 23:34:20,189.28,99%,3640728,Win (1 of 2)
5959.,2017-06-26 23:32:35,175.96,99%,3811379,Win (1 of 2)
5958.,2017-06-26 23:28:34,191.53,99%,317,Win (1 of 2)
5957.,2017-06-24 22:56:20,242.47,100%,3100067,Win (1 of 2)
5956.,2017-06-24 22:45:10,262.25,100%,534,Win (1 of 2)
5955.,2017-06-24 22:42:55,250.51,100%,534,Win (1 of 2)
5954.,2017-06-16 20:07:27,167.83,98%,3550193,Win (1 of 4)
5953.,2017-06-16 20:03:43,247.77,100%,3100085,Win (1 of 2)
5952.,2017-06-16 19:55:53,231.50,98%,3100085,No win (1 of 1)
5951.,2017-06-15 15:00:05,222.24,100%,3550125,Win (1 of 2)
5950.,2017-06-15 14:59:43,206.97,100%,3550125,Win (1 of 2)
5949.,2017-06-15 14:57:29,194.36,99%,229,No win (1 of 1)
5948.,2017-06-15 14:57:04,168.68,99%,3620402,No win (1 of 1)
5947.,2017-06-14 21:19:13,205.95,99%,3621250,Win (1 of 3)
5946.,2017-06-14 21:18:31,191.71,100%,3621234,Win (1 of 3)
5945.,2017-06-14 21:17:58,198.49,99%,3621146,Win (1 of 5)
5944.,2017-06-14 21:17:34,174.18,97%,3100070,No win (2 of 4)
5943.,2017-06-14 21:16:47,178.31,99%,3620712,Win (1 of 4)
5942.,2017-06-14 21:16:14,155.17,98%,138,No win (2 of 4)
5941.,2017-06-14 21:15:29,184.75,99%,101,Win (1 of 5)
5940.,2017-06-14 21:14:56,184.81,99%,3621534,Win (1 of 4)
5939.,2017-06-14 21:14:33,161.41,97%,3621296,No win (2 of 5)
5938.,2017-06-14 21:14:01,179.96,99%,3622423,No win (2 of 2)
5937.,2017-06-14 21:13:20,186.19,99%,3100104,Win (1 of 5)
5936.,2017-06-14 21:12:56,211.00,100%,3621438,Win (1 of 3)
5935.,2017-06-14 21:12:32,145.87,97%,3622364,No win (2 of 2)
5934.,2017-06-14 21:11:52,181.15,99%,3550078,Win (1 of 2)
5933.,2017-06-14 21:11:10,184.63,99%,3622417,Win (1 of 3)
5932.,2017-06-14 21:10:35,188.88,99%,371,No win (2 of 2)
5931.,2017-06-14 21:09:58,181.48,100%,3622363,Win (1 of 2)
5930.,2017-06-14 21:09:23,187.52,99%,3100020,Win (1 of 5)
5929.,2017-06-14 21:08:52,147.89,98%,3622376,No win (2 of 2)
5928.,2017-06-14 21:08:06,194.85,99%,3621755,Win (1 of 2)
5927.,2017-06-14 21:07:41,134.84,96%,463,No win (2 of 2)
5926.,2017-06-14 21:06:54,181.46,99%,3620580,Win (1 of 2)
5925.,2017-06-14 21:06:21,196.94,99%,3550048,Win (1 of 3)
5924.,2017-06-14 21:05:55,176.95,100%,206,No win (2 of 2)
5923.,2017-06-14 21:05:05,199.51,99%,439,Win (1 of 2)
5922.,2017-06-14 21:04:21,189.88,99%,419,Win (1 of 2)
5921.,2017-06-14 21:03:43,183.54,99%,3620886,Win (1 of 2)
5920.,2017-06-14 21:03:16,157.57,99%,713,No win (2 of 2)
5919.,2017-06-14 21:02:38,168.14,98%,735,No win (2 of 5)
5918.,2017-06-14 20:59:47,149.47,97%,3622145,Win (1 of 2)
5917.,2017-06-14 20:52:03,172.53,99%,101,Win (1 of 4)
5916.,2017-06-14 20:50:50,161.96,97%,3621302,Win (1 of 5)
5915.,2017-06-14 20:48:48,200.86,99%,3621520,Win (1 of 5)
5914.,2017-06-14 20:47:56,205.81,100%,35,Win (1 of 3)
5913.,2017-06-14 20:47:27,158.21,98%,3622352,No win (2 of 3)
5912.,2017-06-14 20:45:52,209.60,100%,3621133,Win (1 of 3)
5911.,2017-06-14 20:45:16,168.12,99%,415,Win (1 of 4)
5910.,2017-06-14 20:44:47,152.12,99%,224,No win (2 of 5)
5909.,2017-06-14 20:43:47,158.27,97%,3622310,Win (1 of 3)
5908.,2017-06-14 20:43:03,186.97,99%,3550044,Win (1 of 5)
5907.,2017-06-14 20:42:24,161.32,98%,391,Win (1 of 3)
5906.,2017-06-14 20:41:30,204.87,100%,544,Win (1 of 2)
5905.,2017-06-14 20:38:19,162.79,99%,8,Win (1 of 2)
5904.,2017-06-14 20:37:39,164.93,99%,3620453,Win (1 of 3)
5903.,2017-06-14 20:36:59,145.79,97%,281,Win (1 of 2)
5902.,2017-06-14 20:36:05,171.10,99%,3622349,Win (1 of 3)
5901.,2017-06-14 20:35:06,166.68,98%,3622360,Win (1 of 2)
5900.,2017-06-14 20:34:02,181.52,99%,448,Win (1 of 3)
5899.,2017-06-14 20:32:19,187.13,99%,3620598,Win (1 of 4)
5898.,2017-06-14 20:31:45,131.59,97%,618,No win (2 of 3)
5897.,2017-06-14 20:30:52,196.80,99%,3550109,Win (1 of 4)
5896.,2017-06-14 20:30:17,195.99,100%,176,Win (1 of 4)
5895.,2017-06-14 20:29:34,167.56,98%,446,Win (1 of 2)
5894.,2017-06-14 20:28:55,204.52,100%,296,Win (1 of 3)
5893.,2017-06-14 20:23:58,206.77,100%,3622293,Win (1 of 2)
5892.,2017-06-14 20:22:18,170.79,98%,3620264,Win (1 of 2)
5891.,2017-06-13 22:27:11,206.73,100%,3620180,Win (1 of 6)
5890.,2017-06-13 22:25:28,154.35,94%,3621180,Win (1 of 5)
5889.,2017-06-13 22:23:54,176.68,99%,475,Win (1 of 5)
5888.,2017-06-13 22:22:26,167.78,98%,3550210,Win (1 of 6)
5887.,2017-06-13 22:20:52,172.94,99%,324,Win (1 of 5)
5886.,2017-06-13 22:19:05,161.19,99%,272,Win (1 of 5)
5885.,2017-06-13 22:17:50,201.28,100%,3620530,Win (1 of 4)
5884.,2017-06-13 22:17:01,151.35,98%,3622243,Win (1 of 4)
5883.,2017-06-13 22:16:06,164.53,98%,3620269,Win (1 of 5)
5882.,2017-06-13 22:15:13,226.23,99%,3550152,Win (1 of 6)
5881.,2017-06-13 22:14:18,165.23,99%,3100051,Win (1 of 4)
5880.,2017-06-13 22:13:28,173.63,98%,3622267,Win (1 of 5)
5879.,2017-06-13 22:12:35,189.78,99%,360,Win (1 of 4)
5878.,2017-06-13 22:06:20,164.22,99%,490,No win (2 of 4)
