Race,Date,WPM,Accuracy,Text,Outcome
2975.,2017-04-19 19:59:15,171.35,95%,3620410,No win (2 of 6)
2974.,2017-04-19 19:58:36,155.84,97%,593,Win (1 of 6)
2973.,2017-04-19 19:57:58,135.50,84%,3620261,No win (4 of 7)
2972.,2017-04-19 19:57:17,206.40,100%,3620908,Win (1 of 6)
2971.,2017-04-19 19:56:39,180.18,93%,3620976,No win (2 of 8)
2970.,2017-04-19 19:55:56,180.17,98%,3621341,Win (1 of 9)
2969.,2017-04-19 19:55:15,167.78,93%,75,No win (2 of 9)
2968.,2017-04-19 19:54:23,177.33,99%,3620983,No win (2 of 8)
2967.,2017-04-19 19:53:42,200.47,100%,3620684,Win (1 of 9)
2966.,2017-04-19 19:53:03,126.53,91%,3620333,No win (3 of 9)
2965.,2017-04-19 19:52:19,168.86,95%,3550156,Win (1 of 10)
2964.,2017-04-19 19:51:33,188.62,94%,3100088,Win (1 of 9)
2963.,2017-04-19 19:50:48,189.50,99%,63,Win (1 of 10)
2962.,2017-04-19 19:49:43,193.55,100%,3621379,No win (2 of 9)
2961.,2017-04-19 19:49:05,206.45,100%,3620902,Win (1 of 9)
2960.,2017-04-19 19:48:24,148.37,95%,742,No win (3 of 8)
2959.,2017-04-19 19:47:33,167.79,94%,205,No win (2 of 8)
2958.,2017-04-19 19:46:44,182.38,87%,734,Win (1 of 8)
2957.,2017-04-19 19:46:04,226.65,100%,3620325,Win (1 of 8)
2956.,2017-04-19 19:45:26,206.33,99%,3620037,Win (1 of 8)
2955.,2017-04-19 19:44:09,152.33,81%,3621066,Win (1 of 7)
2954.,2017-04-19 19:43:27,156.00,95%,3550043,No win (2 of 8)
2953.,2017-04-19 19:42:46,161.02,90%,3621103,No win (2 of 7)
2952.,2017-04-19 19:42:00,201.90,98%,3620281,No win (2 of 8)
2951.,2017-04-19 19:41:12,206.48,98%,191,Win (1 of 9)
2950.,2017-04-19 19:40:29,223.15,100%,3621409,Win (1 of 9)
2949.,2017-04-19 19:39:46,228.93,100%,3620213,Win (1 of 8)
2948.,2017-04-19 19:39:07,187.55,100%,3620275,Win (1 of 8)
2947.,2017-04-19 19:38:28,213.58,100%,510,Win (1 of 8)
2946.,2017-04-19 19:37:51,166.97,96%,3620483,No win (2 of 8)
2945.,2017-04-19 19:37:13,162.79,93%,3620187,Win (1 of 7)
2944.,2017-04-19 19:36:33,203.26,100%,614,Win (1 of 8)
2943.,2017-04-19 19:35:47,194.55,98%,3100087,Win (1 of 7)
2942.,2017-04-19 19:35:02,186.56,98%,3620707,Win (1 of 7)
2941.,2017-04-19 19:34:20,192.13,100%,483,Win (1 of 7)
2940.,2017-04-19 19:33:34,212.86,100%,671,Win (1 of 7)
2939.,2017-04-19 19:32:52,181.64,100%,3620683,Win (1 of 8)
2938.,2017-04-19 19:30:42,173.72,95%,3621130,Win (1 of 8)
2937.,2017-04-19 19:29:58,216.49,100%,3620192,Win (1 of 8)
2936.,2017-04-19 19:29:13,191.32,100%,48,Win (1 of 8)
2935.,2017-04-19 19:28:27,150.48,92%,435,No win (2 of 8)
2934.,2017-04-19 19:27:41,169.60,90%,3550117,No win (2 of 8)
2933.,2017-04-19 19:26:56,173.47,96%,3621121,Win (1 of 7)
2932.,2017-04-19 19:26:18,132.82,83%,3550186,Win (1 of 7)
2931.,2017-04-19 19:25:39,159.99,89%,318,Win (1 of 7)
2930.,2017-04-19 19:24:44,155.15,89%,358,Win (1 of 7)
2929.,2017-04-19 19:23:57,171.43,90%,12,Win (1 of 7)
2928.,2017-04-19 19:22:47,169.72,98%,3550182,Win (1 of 4)
2927.,2017-04-19 19:20:40,159.47,96%,3622369,Win (1 of 3)
2926.,2017-04-19 19:19:09,188.72,96%,548,No win (1 of 1)
2925.,2017-04-18 22:30:49,156.85,92%,718,Win (1 of 3)
2924.,2017-04-18 22:29:27,191.94,99%,3621935,Win (1 of 2)
2923.,2017-04-18 22:28:13,162.89,93%,3620415,No win (2 of 3)
2922.,2017-04-18 22:27:33,228.28,100%,3620901,Win (1 of 4)
2921.,2017-04-18 22:27:11,193.62,92%,3550074,Win (1 of 4)
2920.,2017-04-18 22:25:48,171.05,97%,3100074,Win (1 of 2)
2919.,2017-04-18 22:24:29,178.37,97%,97,Win (1 of 5)
2918.,2017-04-18 22:23:33,171.84,91%,3622225,Win (1 of 4)
2917.,2017-04-18 22:22:17,191.38,96%,3550046,Win (1 of 2)
2916.,2017-04-18 22:21:48,183.71,98%,3550046,Win (1 of 4)
2915.,2017-04-18 22:21:15,170.80,93%,3621224,Win (1 of 4)
2914.,2017-04-18 22:20:26,180.61,98%,3622362,Win (1 of 3)
2913.,2017-04-18 22:19:46,154.55,96%,287,Win (1 of 4)
2912.,2017-04-18 22:17:31,173.38,96%,3622382,Win (1 of 2)
2911.,2017-04-18 22:14:22,165.30,92%,3622382,Win (1 of 3)
2910.,2017-04-18 22:13:11,185.01,95%,594,Win (1 of 4)
2909.,2017-04-18 22:11:11,218.93,100%,359,Win (1 of 2)
2908.,2017-04-18 22:08:27,212.74,100%,3622442,Win (1 of 3)
2907.,2017-04-18 22:05:52,181.04,99%,3622421,Win (1 of 2)
2906.,2017-04-18 22:02:34,160.85,94%,3622421,Win (1 of 3)
2905.,2017-04-18 22:01:40,147.20,89%,3622445,Win (1 of 2)
2904.,2017-04-18 22:00:44,193.05,97%,3620511,Win (1 of 2)
2903.,2017-04-18 22:00:07,184.75,93%,3620511,Win (1 of 3)
2902.,2017-04-18 21:57:47,181.04,97%,3550000,Win (1 of 4)
2901.,2017-04-18 21:57:23,181.50,97%,3622316,Win (1 of 2)
2900.,2017-04-18 21:56:39,156.20,93%,3622316,Win (1 of 5)
2899.,2017-04-18 21:56:05,187.34,97%,108,Win (1 of 2)
2898.,2017-04-18 21:55:24,166.79,94%,108,No win (2 of 3)
2897.,2017-04-18 21:54:28,196.84,100%,316,Win (1 of 2)
2896.,2017-04-18 21:54:06,171.37,94%,316,Win (1 of 3)
2895.,2017-04-18 21:53:02,183.24,98%,3621619,Win (1 of 2)
2894.,2017-04-18 21:52:14,221.33,100%,561,Win (1 of 2)
2893.,2017-04-18 21:51:08,208.81,100%,3620568,Win (1 of 3)
2892.,2017-04-18 21:49:52,188.51,100%,71,Win (1 of 4)
2891.,2017-04-18 21:49:15,186.95,100%,487,Win (1 of 2)
2890.,2017-04-18 21:48:28,134.64,93%,487,No win (2 of 3)
2889.,2017-04-18 21:42:35,180.57,98%,3620558,No win (1 of 1)
2888.,2017-04-18 21:35:09,205.75,100%,3622442,Win (1 of 5)
2887.,2017-04-18 21:33:50,192.71,97%,3621310,Win (1 of 4)
2886.,2017-04-18 21:32:54,174.91,96%,20,Win (1 of 2)
2885.,2017-04-18 21:29:46,162.85,92%,20,Win (1 of 3)
2884.,2017-04-18 21:26:02,172.29,95%,3620980,Win (1 of 2)
2883.,2017-04-18 21:24:18,152.05,92%,3620980,Win (1 of 4)
2882.,2017-04-18 21:23:29,144.71,85%,3550133,Win (1 of 2)
2881.,2017-04-18 21:22:32,178.02,97%,3622234,Win (1 of 3)
2880.,2017-04-18 21:21:53,171.68,95%,330,Win (1 of 3)
2879.,2017-04-18 21:21:18,143.80,91%,3621113,Win (1 of 2)
2878.,2017-04-18 21:20:39,187.51,100%,3620351,Win (1 of 5)
2877.,2017-04-18 21:20:03,189.28,93%,3622348,Win (1 of 4)
2876.,2017-04-18 21:19:20,164.40,93%,3622362,Win (1 of 3)
2875.,2017-04-18 21:18:41,153.11,96%,95,Win (1 of 3)
2874.,2017-04-18 21:15:56,167.43,98%,3622374,Win (1 of 4)
2873.,2017-04-18 21:15:14,177.02,96%,3622205,Win (1 of 2)
2872.,2017-04-18 19:11:23,202.10,100%,3550127,Win (1 of 2)
2871.,2017-04-18 18:45:46,172.73,93%,3550127,Win (1 of 4)
2870.,2017-04-18 18:42:06,172.78,94%,3622336,Win (1 of 3)
2869.,2017-04-18 18:40:46,184.43,97%,3620470,Win (1 of 3)
2868.,2017-04-18 18:23:33,204.47,100%,3622166,Win (1 of 2)
2867.,2017-04-18 18:23:11,161.16,91%,3622166,Win (1 of 2)
2866.,2017-04-18 18:12:19,193.77,99%,3621387,Win (1 of 2)
2865.,2017-04-18 17:43:29,162.09,93%,3621387,Win (1 of 3)
2864.,2017-04-18 17:42:30,137.47,94%,3550184,Win (1 of 2)
2863.,2017-04-18 17:41:30,182.90,99%,3621329,Win (1 of 2)
2862.,2017-04-18 17:40:35,151.18,95%,3621329,Win (1 of 4)
2861.,2017-04-18 17:39:22,187.64,100%,3620425,Win (1 of 3)
2860.,2017-04-18 17:38:03,160.26,95%,3620331,Win (1 of 3)
2859.,2017-04-18 17:36:34,182.34,96%,300,Win (1 of 2)
2858.,2017-04-18 17:35:52,143.42,87%,300,Win (1 of 2)
2857.,2017-04-18 17:34:44,138.02,90%,3550115,Win (1 of 3)
2856.,2017-04-18 17:27:40,201.06,98%,3550117,Win (1 of 2)
2855.,2017-04-16 22:54:10,175.29,95%,3620976,Win (1 of 2)
2854.,2017-04-16 22:53:24,176.06,97%,615,Win (1 of 2)
2853.,2017-04-16 22:51:26,198.36,98%,3550009,Win (1 of 2)
2852.,2017-04-16 22:47:34,170.46,93%,148,Win (1 of 2)
2851.,2017-04-16 22:41:17,199.94,98%,32,Win (1 of 2)
2850.,2017-04-16 21:59:49,207.71,100%,3620236,Win (1 of 2)
2849.,2017-04-16 01:50:35,217.53,95%,3620414,Win (1 of 2)
2848.,2017-04-15 18:35:35,152.65,95%,3621227,Win (1 of 3)
2847.,2017-04-15 18:35:03,182.00,97%,3620230,Win (1 of 4)
2846.,2017-04-15 18:33:27,151.74,87%,3622336,Win (1 of 3)
2845.,2017-04-15 18:32:49,145.91,93%,3550128,Win (1 of 3)
2844.,2017-04-15 18:31:36,154.72,94%,3621522,Win (1 of 5)
2843.,2017-04-15 18:30:01,155.99,94%,3622413,Win (1 of 3)
2842.,2017-04-15 18:28:48,178.55,92%,3620320,Win (1 of 2)
2841.,2017-04-15 18:28:10,191.41,98%,3100018,Win (1 of 3)
2840.,2017-04-15 18:27:30,176.33,94%,238,Win (1 of 3)
2839.,2017-04-15 18:26:51,159.17,85%,563,Win (1 of 3)
2838.,2017-04-15 18:26:15,218.47,100%,3621515,Win (1 of 2)
2837.,2017-04-15 18:25:05,206.33,99%,3621515,Win (1 of 3)
2836.,2017-04-15 18:24:44,168.32,95%,740,Win (1 of 2)
2835.,2017-04-15 18:22:55,184.29,94%,3621969,Win (1 of 3)
2834.,2017-04-15 18:21:26,215.61,100%,230,Win (1 of 4)
2833.,2017-04-15 18:20:47,211.06,100%,3550177,Win (1 of 2)
2832.,2017-04-15 18:20:13,187.62,98%,3622439,Win (1 of 5)
2831.,2017-04-15 18:19:29,164.15,94%,3620412,Win (1 of 3)
2830.,2017-04-15 18:18:17,155.00,91%,3100046,Win (1 of 3)
2829.,2017-04-15 18:16:18,163.95,97%,3622430,Win (1 of 2)
2828.,2017-04-15 18:14:39,246.48,100%,3550074,No win (1 of 1)
2827.,2017-04-15 16:59:46,193.19,98%,3622289,Win (1 of 2)
2826.,2017-04-15 16:51:15,187.10,96%,3621408,Win (1 of 2)
2825.,2017-04-15 16:19:14,216.86,100%,3622453,No win (1 of 1)
2824.,2017-04-14 23:42:58,183.21,95%,3100100,Win (1 of 2)
2823.,2017-04-14 23:42:04,171.70,95%,3100100,Win (1 of 2)
2822.,2017-04-14 23:41:06,167.15,97%,3620208,Win (1 of 2)
2821.,2017-04-14 23:29:00,188.11,97%,3550160,No win (1 of 1)
2820.,2017-04-14 22:55:17,147.81,89%,51,No win (2 of 3)
2819.,2017-04-14 22:22:24,168.57,95%,187,Win (1 of 2)
2818.,2017-04-14 22:02:57,178.88,88%,548,Win (1 of 3)
2817.,2017-04-14 22:02:13,178.93,94%,3620380,Win (1 of 3)
2816.,2017-04-14 22:01:15,170.36,99%,3550198,Win (1 of 2)
2815.,2017-04-14 22:00:26,177.72,96%,3622409,Win (1 of 4)
2814.,2017-04-14 21:59:33,166.30,91%,3620004,Win (1 of 3)
2813.,2017-04-14 21:58:47,184.95,96%,3620372,Win (1 of 3)
2812.,2017-04-14 21:57:56,178.95,93%,3550133,Win (1 of 3)
2811.,2017-04-14 21:57:10,174.54,93%,266,Win (1 of 3)
2810.,2017-04-14 21:56:35,171.85,96%,3620689,Win (1 of 3)
2809.,2017-04-14 21:55:54,177.85,97%,303,Win (1 of 4)
2808.,2017-04-14 21:55:07,141.30,92%,91,Win (1 of 3)
2807.,2017-04-14 21:54:40,158.48,96%,3621809,Win (1 of 2)
2806.,2017-04-14 21:53:35,174.87,97%,3622446,Win (1 of 3)
2805.,2017-04-14 21:52:56,148.30,94%,489,Win (1 of 3)
2804.,2017-04-14 21:52:16,121.68,82%,3620127,Win (1 of 3)
2803.,2017-04-14 21:51:38,192.50,99%,3550029,Win (1 of 4)
2802.,2017-04-14 21:51:20,165.08,95%,3621034,Win (1 of 2)
2801.,2017-04-14 21:50:59,114.76,79%,3621034,No win (2 of 4)
2800.,2017-04-14 21:50:29,149.70,91%,3620208,Win (1 of 2)
2799.,2017-04-14 21:49:42,159.37,96%,3622445,Win (1 of 3)
2798.,2017-04-14 21:48:50,196.03,98%,3622270,Win (1 of 3)
2797.,2017-04-14 21:48:07,176.22,94%,32,Win (1 of 4)
2796.,2017-04-14 21:47:33,178.57,98%,3621479,Win (1 of 3)
2795.,2017-04-14 21:46:43,140.34,82%,3100100,Win (1 of 3)
2794.,2017-04-14 21:46:02,167.22,93%,3622287,Win (1 of 2)
2793.,2017-04-14 21:45:17,203.19,99%,102,Win (1 of 3)
2792.,2017-04-14 21:44:27,174.80,99%,542,Win (1 of 3)
2791.,2017-04-14 21:43:37,162.76,90%,3620542,Win (1 of 4)
2790.,2017-04-14 21:43:10,153.17,94%,3621216,Win (1 of 4)
2789.,2017-04-14 21:42:41,153.47,94%,3622313,Win (1 of 2)
2788.,2017-04-14 21:41:42,180.42,99%,3621757,Win (1 of 4)
2787.,2017-04-14 21:41:08,166.25,94%,3622234,Win (1 of 3)
2786.,2017-04-14 21:40:29,170.10,95%,3100050,Win (1 of 4)
2785.,2017-04-14 21:39:36,199.66,99%,3620144,Win (1 of 2)
2784.,2017-04-14 21:39:19,176.83,96%,3620144,Win (1 of 4)
2783.,2017-04-14 21:38:55,164.65,93%,3622359,Win (1 of 3)
2782.,2017-04-14 21:38:04,165.12,94%,234,Win (1 of 3)
2781.,2017-04-14 21:37:22,184.17,97%,3620153,Win (1 of 2)
2780.,2017-04-14 21:36:41,175.98,92%,3100082,Win (1 of 3)
2779.,2017-04-14 21:36:02,166.72,96%,3621234,Win (1 of 3)
2778.,2017-04-14 21:35:29,152.05,94%,3621296,Win (1 of 4)
2777.,2017-04-14 21:34:47,170.71,90%,73,Win (1 of 4)
2776.,2017-04-14 21:33:54,174.72,97%,3550058,Win (1 of 3)
2775.,2017-04-14 21:32:54,175.80,97%,3550226,Win (1 of 4)
2774.,2017-04-14 21:31:59,162.44,91%,3100096,Win (1 of 3)
2773.,2017-04-14 21:30:54,183.46,96%,448,Win (1 of 5)
2772.,2017-04-14 21:30:01,175.42,97%,3622292,Win (1 of 4)
2771.,2017-04-14 21:29:06,169.13,91%,72,Win (1 of 3)
2770.,2017-04-14 21:28:34,145.01,95%,324,Win (1 of 4)
2769.,2017-04-14 21:27:51,148.16,91%,3620125,Win (1 of 5)
2768.,2017-04-14 21:27:10,159.49,95%,3621898,Win (1 of 4)
2767.,2017-04-14 21:26:35,165.85,96%,3621540,Win (1 of 3)
2766.,2017-04-14 21:25:56,185.71,98%,3620603,Win (1 of 5)
2765.,2017-04-14 21:25:28,170.82,94%,422,Win (1 of 5)
2764.,2017-04-14 21:24:49,151.08,93%,3622260,Win (1 of 3)
2763.,2017-04-14 21:24:08,186.70,96%,3621512,Win (1 of 5)
2762.,2017-04-14 21:23:34,211.64,99%,3622453,Win (1 of 5)
2761.,2017-04-14 21:22:59,222.83,100%,3621550,Win (1 of 2)
2760.,2017-04-14 21:22:24,159.89,97%,3622192,Win (1 of 3)
2759.,2017-04-14 21:21:30,160.47,91%,3100014,Win (1 of 3)
2758.,2017-04-14 21:20:47,156.14,96%,3622353,Win (1 of 3)
2757.,2017-04-14 21:19:48,152.09,94%,3100024,Win (1 of 5)
2756.,2017-04-14 21:19:07,173.70,96%,286,Win (1 of 3)
2755.,2017-04-14 21:18:30,214.47,100%,732,Win (1 of 4)
2754.,2017-04-14 21:18:01,159.50,92%,269,Win (1 of 2)
2753.,2017-04-14 21:08:32,189.61,95%,354,Win (1 of 2)
2752.,2017-04-14 20:02:07,174.16,99%,3620302,Win (1 of 3)
2751.,2017-04-14 19:58:07,183.21,99%,417,Win (1 of 2)
2750.,2017-04-14 19:54:11,172.30,99%,287,Win (1 of 2)
2749.,2017-04-14 19:52:41,168.56,96%,3621145,No win (1 of 1)
2748.,2017-04-14 19:50:47,164.54,97%,3621062,No win (1 of 1)
2747.,2017-04-14 19:49:24,174.07,96%,484,Win (1 of 2)
2746.,2017-04-14 19:43:35,196.75,100%,3621464,Win (1 of 2)
2745.,2017-04-14 19:41:52,170.91,93%,3621464,Win (1 of 3)
2744.,2017-04-14 01:36:33,188.46,97%,3622439,Win (1 of 2)
2743.,2017-04-14 01:34:04,190.42,98%,364,Win (1 of 2)
2742.,2017-04-14 01:33:32,190.23,98%,61,Win (1 of 2)
2741.,2017-04-14 01:32:27,172.40,97%,3622423,Win (1 of 2)
2740.,2017-04-14 01:30:16,170.62,88%,3620073,Win (1 of 3)
2739.,2017-04-14 01:29:00,191.44,100%,88,Win (1 of 2)
2738.,2017-04-14 01:27:18,198.31,99%,3621406,No win (1 of 1)
2737.,2017-04-14 00:22:16,197.04,99%,3620374,Win (1 of 2)
2736.,2017-04-14 00:21:47,179.99,95%,3620305,Win (1 of 4)
2735.,2017-04-14 00:21:11,186.71,96%,3622429,Win (1 of 2)
2734.,2017-04-14 00:20:12,183.62,97%,496,Win (1 of 3)
2733.,2017-04-14 00:19:27,158.48,94%,153,Win (1 of 2)
2732.,2017-04-14 00:18:50,155.21,88%,3550107,Win (1 of 3)
2731.,2017-04-14 00:18:05,192.30,98%,3100020,Win (1 of 4)
2730.,2017-04-14 00:17:31,203.41,99%,3550029,Win (1 of 3)
2729.,2017-04-14 00:17:09,166.63,94%,3550095,No win (1 of 1)
2728.,2017-04-14 00:16:26,123.37,81%,266,Win (1 of 5)
2727.,2017-04-14 00:15:50,171.50,98%,3622332,Win (1 of 4)
2726.,2017-04-14 00:15:18,158.97,94%,3622423,Win (1 of 4)
2725.,2017-04-14 00:14:34,169.54,96%,3620663,Win (1 of 3)
2724.,2017-04-14 00:13:48,191.17,98%,3550003,Win (1 of 3)
2723.,2017-04-14 00:13:13,206.79,100%,229,Win (1 of 3)
2722.,2017-04-14 00:12:45,160.33,93%,61,Win (1 of 2)
2721.,2017-04-14 00:10:25,151.29,91%,364,Win (1 of 3)
2720.,2017-04-14 00:09:39,171.09,96%,3622437,Win (1 of 5)
2719.,2017-04-14 00:08:57,166.41,91%,580,Win (1 of 2)
2718.,2017-04-14 00:08:13,170.00,93%,3621117,Win (1 of 4)
2717.,2017-04-14 00:07:31,179.56,91%,3100085,No win (2 of 2)
2716.,2017-04-14 00:06:36,179.86,99%,3622263,Win (1 of 2)
2715.,2017-04-14 00:01:49,167.14,96%,3622420,Win (1 of 5)
2714.,2017-04-14 00:00:42,183.54,97%,3620987,Win (1 of 2)
2713.,2017-04-13 23:59:46,153.85,94%,3622236,Win (1 of 2)
2712.,2017-04-13 23:58:40,176.88,99%,3620632,Win (1 of 3)
2711.,2017-04-13 23:57:48,175.04,97%,3621588,Win (1 of 2)
2710.,2017-04-13 23:57:03,167.27,97%,3550224,Win (1 of 2)
2709.,2017-04-13 23:56:03,176.19,95%,3622360,Win (1 of 2)
2708.,2017-04-13 23:55:05,161.41,94%,580,Win (1 of 2)
2707.,2017-04-13 23:54:14,158.36,94%,3622378,Win (1 of 3)
2706.,2017-04-13 23:53:01,178.25,94%,342,Win (1 of 5)
2705.,2017-04-13 23:52:27,165.51,90%,3622362,Win (1 of 4)
2704.,2017-04-13 23:51:45,158.48,91%,723,Win (1 of 2)
2703.,2017-04-13 23:51:13,185.66,96%,3622293,Win (1 of 2)
2702.,2017-04-13 23:50:47,166.49,91%,3622293,Win (1 of 3)
2701.,2017-04-13 23:50:10,174.12,96%,3622439,Win (1 of 3)
2700.,2017-04-13 23:49:29,173.81,96%,3620195,Win (1 of 4)
2699.,2017-04-13 23:48:49,177.13,94%,135,Win (1 of 4)
2698.,2017-04-13 23:48:13,151.35,90%,511,Win (1 of 2)
2697.,2017-04-13 23:47:36,183.35,92%,3622038,Win (1 of 4)
2696.,2017-04-13 23:47:15,147.86,91%,703,Win (1 of 2)
2695.,2017-04-13 23:46:40,175.51,88%,3621451,Win (1 of 4)
2694.,2017-04-13 23:46:08,185.07,99%,59,Win (1 of 5)
2693.,2017-04-13 23:45:30,181.47,94%,3622212,Win (1 of 3)
2692.,2017-04-13 23:41:16,152.06,95%,3100024,Win (1 of 3)
2691.,2017-04-13 23:40:12,165.70,92%,3100001,Win (1 of 3)
2690.,2017-04-13 23:39:28,163.75,87%,3100001,Win (1 of 5)
2689.,2017-04-13 23:38:45,162.19,92%,3622390,Win (1 of 3)
2688.,2017-04-13 23:37:50,156.30,97%,3621160,Win (1 of 4)
2687.,2017-04-13 23:37:05,163.74,93%,181,Win (1 of 2)
2686.,2017-04-13 23:36:29,145.29,91%,181,Win (1 of 2)
2685.,2017-04-13 23:35:28,164.90,94%,3620399,Win (1 of 3)
2684.,2017-04-13 23:34:10,235.83,100%,319,Win (1 of 2)
2683.,2017-04-13 23:33:38,183.94,88%,319,Win (1 of 3)
2682.,2017-04-13 23:33:04,178.63,88%,3622007,Win (1 of 3)
2681.,2017-04-13 23:32:21,176.56,97%,651,Win (1 of 5)
2680.,2017-04-13 23:31:51,204.93,99%,3621830,Win (1 of 4)
2679.,2017-04-13 23:31:18,185.57,94%,586,Win (1 of 3)
2678.,2017-04-13 23:30:16,192.34,98%,3622319,Win (1 of 3)
2677.,2017-04-13 23:29:44,194.54,98%,3620530,Win (1 of 3)
2676.,2017-04-13 23:29:01,170.69,95%,3621920,Win (1 of 3)
2675.,2017-04-13 23:28:26,199.73,100%,3100051,Win (1 of 2)
2674.,2017-04-13 23:27:56,170.50,94%,3622462,Win (1 of 3)
2673.,2017-04-13 23:27:26,179.49,99%,741,Win (1 of 2)
2672.,2017-04-13 20:10:02,183.48,93%,126,Win (1 of 3)
2671.,2017-04-13 20:06:25,125.62,85%,620,No win (2 of 4)
2670.,2017-04-13 20:05:38,161.49,96%,3550212,Win (1 of 2)
2669.,2017-04-13 20:05:11,121.28,84%,3550212,Win (1 of 3)
2668.,2017-04-13 20:04:22,183.50,95%,3622240,Win (1 of 2)
2667.,2017-04-13 20:02:54,173.43,96%,3550050,Win (1 of 5)
2666.,2017-04-13 19:50:08,173.58,99%,3622364,Win (1 of 2)
2665.,2017-04-13 19:49:06,168.81,98%,3622364,Win (1 of 2)
2664.,2017-04-13 19:46:25,143.88,88%,3622364,Win (1 of 4)
2663.,2017-04-13 19:44:32,191.34,100%,435,Win (1 of 2)
2662.,2017-04-13 19:42:47,177.78,95%,467,Win (1 of 2)
2661.,2017-04-13 19:40:14,159.51,97%,3550184,Win (1 of 2)
2660.,2017-04-13 19:38:31,176.19,95%,3622352,Win (1 of 2)
2659.,2017-04-13 19:35:00,159.33,95%,709,Win (1 of 2)
2658.,2017-04-13 19:33:41,204.88,100%,3622428,Win (1 of 2)
2657.,2017-04-13 19:31:51,169.53,90%,3622428,Win (1 of 2)
2656.,2017-04-13 19:30:51,177.23,97%,3622420,Win (1 of 2)
2655.,2017-04-13 19:30:00,153.52,93%,3622420,Win (1 of 2)
2654.,2017-04-13 19:28:46,174.60,99%,3622309,Win (1 of 2)
2653.,2017-04-13 19:28:14,150.73,94%,3622309,Win (1 of 2)
2652.,2017-04-13 19:25:16,160.60,98%,3622355,Win (1 of 2)
2651.,2017-04-13 19:24:08,199.11,99%,3621101,Win (1 of 2)
2650.,2017-04-13 19:23:21,156.74,98%,3622187,Win (1 of 2)
2649.,2017-04-13 19:21:05,178.79,99%,162,Win (1 of 2)
2648.,2017-04-13 19:20:10,211.97,100%,3620262,Win (1 of 2)
2647.,2017-04-13 19:19:52,190.32,99%,3620262,Win (1 of 2)
2646.,2017-04-13 19:18:48,172.97,98%,3620271,Win (1 of 2)
2645.,2017-04-13 19:17:29,173.35,99%,3620982,Win (1 of 2)
2644.,2017-04-13 19:16:16,154.87,97%,3620712,Win (1 of 2)
2643.,2017-04-13 19:12:34,190.08,97%,230,Win (1 of 2)
2642.,2017-04-13 19:11:01,205.15,100%,296,Win (1 of 2)
2641.,2017-04-13 19:09:13,173.35,99%,3622313,Win (1 of 2)
2640.,2017-04-13 19:07:29,172.37,100%,3550063,Win (1 of 2)
2639.,2017-04-13 19:06:28,169.23,96%,3622411,Win (1 of 2)
2638.,2017-04-13 19:05:02,172.14,98%,3550202,Win (1 of 2)
2637.,2017-04-13 19:02:58,218.60,100%,3620480,Win (1 of 2)
2636.,2017-04-13 19:02:14,195.77,100%,429,Win (1 of 2)
2635.,2017-04-13 19:01:00,202.40,100%,3620603,Win (1 of 2)
2634.,2017-04-13 18:59:12,203.07,100%,3621642,Win (1 of 2)
2633.,2017-04-13 18:56:51,160.54,97%,3622343,Win (1 of 2)
2632.,2017-04-13 18:54:07,167.16,98%,3621809,Win (1 of 2)
2631.,2017-04-13 18:52:36,161.24,99%,3622371,Win (1 of 2)
2630.,2017-04-13 18:49:19,178.00,98%,3621824,Win (1 of 2)
2629.,2017-04-13 18:47:47,169.16,97%,3622311,Win (1 of 2)
2628.,2017-04-13 18:46:10,183.14,100%,227,Win (1 of 2)
2627.,2017-04-13 18:44:25,167.28,99%,494,Win (1 of 2)
2626.,2017-04-13 18:41:36,155.61,99%,3622209,Win (1 of 2)
2625.,2017-04-13 18:40:02,190.96,100%,3621104,Win (1 of 2)
2624.,2017-04-13 18:38:39,181.14,99%,3550174,Win (1 of 2)
2623.,2017-04-13 17:05:49,204.65,100%,3620187,Win (1 of 2)
2622.,2017-04-13 17:04:02,163.61,98%,3622269,Win (1 of 2)
2621.,2017-04-13 17:00:41,175.96,99%,3621291,Win (1 of 2)
2620.,2017-04-13 16:59:35,162.51,96%,629,Win (1 of 2)
2619.,2017-04-13 16:58:14,167.47,98%,3622257,Win (1 of 2)
2618.,2017-04-13 16:54:24,186.17,98%,3620043,Win (1 of 2)
2617.,2017-04-13 16:51:37,156.04,99%,43,Win (1 of 2)
2616.,2017-04-13 16:49:18,190.82,99%,3621216,Win (1 of 2)
2615.,2017-04-13 16:46:10,165.70,96%,281,Win (1 of 2)
2614.,2017-04-13 16:42:37,171.68,99%,3622100,Win (1 of 2)
2613.,2017-04-13 16:40:34,179.32,96%,3620426,Win (1 of 2)
2612.,2017-04-13 16:38:05,171.58,100%,27,Win (1 of 2)
2611.,2017-04-13 16:33:51,233.98,100%,3621340,Win (1 of 2)
2610.,2017-04-13 16:32:42,169.26,97%,3550150,Win (1 of 2)
2609.,2017-04-13 16:27:30,190.34,97%,3550151,Win (1 of 2)
2608.,2017-04-13 16:25:26,159.88,96%,3622281,Win (1 of 2)
2607.,2017-04-13 16:21:14,163.70,99%,110,Win (1 of 2)
2606.,2017-04-13 16:17:33,171.08,100%,3622198,Win (1 of 2)
2605.,2017-04-13 16:13:11,173.98,100%,508,Win (1 of 2)
2604.,2017-04-13 16:11:11,221.60,100%,3620329,Win (1 of 2)
2603.,2017-04-13 16:09:51,176.60,99%,3621049,Win (1 of 2)
